Date,Time,Count,Fault,Battery,Ext Power,Int Press,etime,RTC Batt,,Temp,Cond,SpCond,Salinity,etime,Cond nLF,Power,,Chlorophyll,Chlorophyll,BGA-PC,BGA-PC,etime,Chlorophtll,BGA-PC,Ref Temp,Power,,ODO%,ODO Conc,etime,Ref Temp,ODO%Local,Power
4/8/13,20:30:00,550,0,6.025,0,0.66056,26898.65,2.868,,7.836,99.3,147.73,0.07,23881.67,150.28,35.3,,17.06,68.05,0.75,0.75,23829.12,17.06,0.75,7.84,127.4,,78.38,9.32,13183.38,7.84,82.67,78.1
4/8/13,20:40:00,551,0,6.025,0,0.66056,26917.63,2.866,,7.778,99.01,147.54,0.07,23898.17,150.07,35.3,,50.12,200.31,8.38,8.38,23845.62,50.12,8.38,7.78,127.4,,77.95,9.28,13199.88,7.78,82.23,78.2
4/8/13,20:50:00,552,0,6.023,0,0.66056,26936.61,2.866,,7.747,99.18,147.93,0.07,23914.67,150.47,35.2,,18.42,73.48,2.05,2.05,23862.12,18.42,2.05,7.75,127.3,,77.88,9.28,13216.38,7.75,82.15,77.9
4/8/13,21:00:00,553,0,6.022,0,0.66056,26955.59,2.866,,7.844,99.52,148.03,0.07,23931.18,150.58,35.2,,19.61,78.25,4.11,4.11,23878.62,19.61,4.11,7.84,127.4,,78.28,9.3,13232.88,7.84,82.57,77.5
4/8/13,21:10:00,554,0,6.025,0,0.66056,26974.57,2.866,,7.902,99.87,148.3,0.07,23947.68,150.86,35.3,,22.99,91.79,0.89,0.89,23895.12,22.99,0.89,7.9,127.4,,78.34,9.3,13249.38,7.9,82.63,77.3
4/8/13,21:20:00,555,0,6.02,0,0.66056,26993.55,2.866,,7.927,99.25,147.28,0.07,23964.18,149.82,35.3,,20.06,80.06,0.73,0.73,23911.62,20.06,0.73,7.93,127.2,,78.21,9.28,13265.88,7.93,82.49,77.2
4/8/13,21:30:00,556,0,6.022,0,0.65995,27012.53,2.867,,7.857,99.27,147.6,0.07,23980.68,150.15,35.3,,21.97,87.7,1.92,1.92,23928.12,21.97,1.92,7.86,127.3,,77.85,9.25,13282.38,7.86,82.12,77.7
4/8/13,21:40:00,557,0,6.018,0,0.66056,27031.51,2.866,,7.866,99.13,147.35,0.07,23997.19,149.89,35.3,,96.1,384.22,8.03,8.03,23944.62,96.1,8.03,7.87,127.4,,77.92,9.26,13298.87,7.87,82.19,78.1
4/8/13,21:50:00,558,0,6.022,0,0.66056,27050.49,2.867,,7.991,99.4,147.23,0.07,24013.69,149.77,35.3,,101.31,405.06,13.83,13.83,23961.12,101.31,13.83,7.99,127.3,,78.43,9.29,13315.37,7.99,82.73,78.4
4/8/13,22:00:00,559,0,6.018,0,0.66056,27069.47,2.867,,8.104,99.74,147.27,0.07,24030.19,149.82,35.2,,27.55,110.03,0.83,0.83,23977.62,27.55,0.83,8.1,127.3,,78.88,9.31,13331.87,8.1,83.2,77.9
4/8/13,22:10:00,560,0,6.022,0,0.66056,27088.45,2.869,,8.184,100.03,147.36,0.07,24046.69,149.92,35.2,,28.68,114.52,1.17,1.17,23994.12,28.68,1.17,8.18,127.7,,79.2,9.33,13348.37,8.18,83.54,77.7
4/8/13,22:20:00,561,0,6.02,0,0.66117,27107.44,2.869,,8.23,100.55,147.93,0.07,24063.2,150.51,35.3,,98.21,392.67,2.17,2.17,24010.62,98.21,2.17,8.23,127.8,,79.38,9.34,13364.87,8.23,83.73,77.6
4/8/13,22:30:00,562,0,6.018,0,0.66056,27126.42,2.869,,8.206,100.07,147.33,0.07,24079.7,149.89,35.3,,29.57,118.1,1.11,1.11,24027.12,29.57,1.11,8.21,127.7,,79.14,9.32,13381.37,8.21,83.47,77.6
4/8/13,22:40:00,563,0,6.02,0,0.66117,27145.4,2.869,,8.086,99.75,147.36,0.07,24096.2,149.91,35.2,,28.04,111.96,2.41,2.41,24043.62,28.04,2.41,8.09,127.4,,78.6,9.28,13397.87,8.09,82.9,77.5
4/8/13,22:50:00,564,0,6.017,0,0.66117,27164.38,2.869,,7.977,99.2,147,0.07,24112.7,149.54,35.3,,30.2,120.61,1.11,1.11,24060.12,30.2,1.11,7.98,127.4,,78.19,9.26,13414.37,7.98,82.47,77.4
4/8/13,23:00:00,565,0,6.018,0,0.66056,27183.41,2.867,,7.929,99.17,147.14,0.07,24129.27,149.68,35.3,,26.82,107.11,0.99,0.99,24076.68,26.82,0.99,7.93,127.6,,77.99,9.25,13430.92,7.93,82.26,77.6
4/8/13,23:10:00,566,0,6.018,0,0.66117,27202.39,2.868,,7.908,98.99,146.96,0.07,24145.77,149.5,35.3,,30.7,122.6,1.97,1.97,24093.18,30.7,1.97,7.91,127.3,,77.92,9.25,13447.42,7.91,82.19,77.4
4/8/13,23:20:00,567,0,6.017,0,0.66056,27221.37,2.866,,7.815,98.82,147.1,0.07,24162.27,149.63,35.3,,21.94,87.57,0.92,0.92,24109.68,21.94,0.92,7.81,127.4,,77.47,9.21,13463.92,7.82,81.72,77.3
4/8/13,23:30:00,568,0,6.018,0,0.66056,27240.35,2.867,,7.694,98.54,147.19,0.07,24178.78,149.71,35.3,,26.04,103.97,0.95,0.95,24126.18,26.04,0.95,7.69,127.3,,77.04,9.19,13480.42,7.69,81.26,77.3
4/8/13,23:40:00,569,0,6.018,0,0.65995,27259.33,2.865,,7.569,98.15,147.13,0.07,24195.28,149.65,35.2,,33.11,132.24,1.68,1.68,24142.68,33.11,1.68,7.57,127.3,,76.57,9.16,13496.92,7.57,80.76,77.7
4/8/13,23:50:00,570,0,6.02,0,0.65995,27278.31,2.864,,7.468,97.95,147.25,0.07,24211.78,149.76,35.3,,21.22,84.71,1.36,1.36,24159.18,21.22,1.36,7.47,127.3,,76.17,9.14,13513.42,7.47,80.34,78.1
4/9/13,0:00:00,571,0,6.014,0,0.65934,27297.29,2.863,,7.402,97.52,146.89,0.07,24228.28,149.39,35.3,,24.78,98.95,1.09,1.09,24175.68,24.78,1.09,7.4,127.4,,75.88,9.12,13529.92,7.4,80.04,78.3
4/9/13,0:10:00,572,0,6.02,0,0.65995,27316.27,2.863,,7.312,97.17,146.75,0.07,24244.79,149.24,35.3,,23.67,94.48,1.72,1.72,24192.18,23.67,1.72,7.31,127.3,,75.5,9.09,13546.42,7.31,79.63,77.8
4/9/13,0:20:00,573,0,6.014,0,0.65995,27335.25,2.861,,7.254,97,146.73,0.07,24261.29,149.21,35.3,,27.7,110.63,5.05,5.05,24208.68,27.7,5.05,7.25,127.3,,75.35,9.09,13562.91,7.25,79.48,77.3
4/9/13,0:30:00,574,0,6.017,0,0.65873,27354.23,2.862,,7.19,97.03,147.06,0.07,24277.79,149.53,35.3,,21.67,86.47,0.72,0.72,24225.18,21.67,0.72,7.19,127.3,,75.11,9.07,13579.42,7.19,79.23,77.2
4/9/13,0:40:00,575,0,6.017,0,0.65934,27373.21,2.86,,7.14,97.33,147.72,0.07,24294.3,150.2,35.3,,23.69,94.57,0.89,0.89,24241.68,23.69,0.89,7.14,127.3,,74.89,9.06,13595.91,7.14,79,77.4
4/9/13,0:50:00,576,0,6.017,0,0.65934,27392.19,2.861,,7.092,96.77,147.07,0.07,24310.8,149.54,35.2,,51.03,203.92,1.38,1.38,24258.18,51.03,1.38,7.09,127.3,,74.55,9.03,13612.42,7.09,78.64,77.9
4/9/13,1:00:00,577,0,6.012,0,0.65934,27411.17,2.859,,7.05,98.39,149.73,0.07,24327.3,152.23,35.3,,28.19,112.58,4.26,4.26,24274.68,28.19,4.26,7.05,127.4,,74.36,9.01,13628.91,7.05,78.43,78.1
4/9/13,1:10:00,578,0,6.015,0,0.65873,27430.15,2.859,,7.021,97.39,148.32,0.07,24343.8,150.8,35.3,,21.13,84.34,1.39,1.39,24291.18,21.13,1.39,7.02,127.3,,74.17,9,13645.41,7.02,78.23,78.1
4/9/13,1:20:00,579,0,6.014,0,0.65873,27449.13,2.858,,7.001,97.69,148.87,0.07,24360.3,151.35,35.3,,17.52,69.88,1.42,1.42,24307.68,17.52,1.42,7,127.2,,74.07,8.99,13661.91,7,78.13,77.7
4/9/13,1:30:00,580,0,6.015,0,0.65934,27468.11,2.858,,6.987,97.5,148.63,0.07,24376.81,151.11,35.3,,24.19,96.58,1.58,1.58,24324.18,24.19,1.58,6.99,127.2,,73.97,8.98,13678.41,6.99,78.02,77.3
4/9/13,1:40:00,581,0,6.012,0,0.65873,27487.09,2.858,,6.985,97.31,148.36,0.07,24393.31,150.84,35.3,,26.19,104.55,1.37,1.37,24340.68,26.19,1.37,6.98,127.2,,73.84,8.96,13694.91,6.98,77.89,77.2
4/9/13,1:50:00,582,0,6.018,0,0.65873,27506.07,2.858,,6.981,97.28,148.33,0.07,24409.81,150.8,35.3,,139.79,558.96,17.82,17.82,24357.18,139.79,17.82,6.98,127.3,,73.63,8.94,13711.4,6.98,77.66,77.5
4/9/13,2:00:00,583,0,6.012,0,0.65873,27525.05,2.858,,6.973,97.32,148.42,0.07,24426.32,150.89,35.3,,34.74,138.76,1.39,1.39,24373.68,34.74,1.39,6.97,127.4,,73.44,8.92,13727.91,6.97,77.47,78
4/9/13,2:10:00,584,0,6.018,0,0.65873,27544.03,2.858,,6.96,97.17,148.25,0.07,24442.82,150.72,35.3,,39.24,156.77,3.31,3.31,24390.18,39.24,3.31,6.96,127.3,,73.16,8.89,13744.4,6.96,77.17,78.2
4/9/13,2:20:00,585,0,6.011,0,0.65812,27563.01,2.858,,6.945,97.13,148.26,0.07,24459.32,150.73,35.3,,35.69,142.56,1.25,1.25,24406.68,35.69,1.25,6.95,127.4,,72.81,8.85,13760.91,6.95,76.8,78.1
4/9/13,2:30:00,586,0,6.015,0,0.65873,27582,2.858,,6.929,97.1,148.27,0.07,24475.82,150.74,35.3,,38,151.8,1.32,1.32,24423.18,38,1.32,6.93,127.4,,72.55,8.82,13777.41,6.93,76.52,77.5
4/9/13,2:40:00,587,0,6.011,0,0.65873,27600.98,2.857,,6.913,97.05,148.28,0.07,24492.32,150.75,35.3,,37.08,148.14,1.27,1.27,24439.68,37.08,1.27,6.91,127.4,,72.23,8.78,13793.91,6.91,76.19,77.4
4/9/13,2:50:00,588,0,6.015,0,0.65934,27619.96,2.858,,6.9,97.2,148.55,0.07,24508.83,151.02,35.3,,36.17,144.5,1.24,1.24,24456.18,36.17,1.24,6.9,127.3,,71.95,8.75,13810.41,6.9,75.89,78.1
4/9/13,3:00:00,589,0,6.011,0,0.65873,27638.94,2.857,,6.886,97.39,148.92,0.07,24525.33,151.39,35.3,,36.38,145.35,1.46,1.46,24472.68,36.38,1.46,6.89,127.2,,71.75,8.73,13826.9,6.89,75.68,78.1
4/9/13,3:10:00,590,0,6.014,0,0.65751,27657.92,2.858,,6.87,97.24,148.75,0.07,24541.83,151.22,35.2,,33.24,132.79,1.6,1.6,24489.18,33.24,1.6,6.87,127.2,,71.6,8.72,13843.4,6.87,75.52,78.1
4/9/13,3:20:00,591,0,6.011,0,0.65812,27676.9,2.856,,6.856,97.14,148.65,0.07,24558.33,151.12,35.3,,45.14,180.35,2.42,2.42,24505.68,45.14,2.42,6.86,127.2,,71.52,8.71,13859.9,6.86,75.44,78.3
4/9/13,3:30:00,592,0,6.015,0,0.65873,27695.88,2.858,,6.839,97.16,148.75,0.07,24574.84,151.22,35.3,,38.13,152.33,1.98,1.98,24522.18,38.13,1.98,6.84,127.4,,71.42,8.7,13876.4,6.84,75.34,77.9
4/9/13,3:40:00,593,0,6.012,0,0.65873,27714.86,2.856,,6.821,97.12,148.78,0.07,24591.34,151.25,35.3,,36.77,146.9,1.47,1.47,24538.68,36.77,1.47,6.82,127.3,,71.36,8.7,13892.9,6.82,75.27,77.3
4/9/13,3:50:00,594,0,6.012,0,0.65873,27733.84,2.857,,6.805,97.1,148.81,0.07,24607.84,151.27,35.3,,36.7,146.61,1.68,1.68,24555.18,36.7,1.68,6.8,127.3,,71.3,8.69,13909.4,6.8,75.21,77.4
4/9/13,4:00:00,595,0,6.007,0,0.65873,27752.82,2.855,,6.795,96.94,148.62,0.07,24624.34,151.08,35.3,,39.66,158.47,1.43,1.43,24571.68,39.66,1.43,6.79,127.3,,71.28,8.69,13925.9,6.79,75.19,77.3
4/9/13,4:10:00,596,0,6.011,0,0.65812,27771.85,2.856,,6.787,96.9,148.59,0.07,24640.91,151.05,35.3,,58.39,233.37,3.03,3.03,24588.24,58.39,3.03,6.79,127.3,,71.27,8.69,13942.45,6.79,75.18,77.4
4/9/13,4:20:00,597,0,6.009,0,0.65873,27790.83,2.856,,6.78,96.96,148.71,0.07,24657.41,151.17,35.3,,27.36,109.26,1.38,1.38,24604.74,27.36,1.38,6.78,127.4,,71.25,8.69,13958.96,6.78,75.15,77.3
4/9/13,4:30:00,598,0,6.014,0,0.65812,27809.81,2.857,,6.775,96.93,148.68,0.07,24673.91,151.14,35.3,,28.66,114.43,1.42,1.42,24621.24,28.66,1.42,6.77,127.4,,71.25,8.69,13975.46,6.77,75.15,77.4
4/9/13,4:40:00,599,0,6.007,0,0.65873,27828.8,2.855,,6.77,96.59,148.19,0.07,24690.41,150.64,35.3,,37.81,151.05,2.74,2.74,24637.74,37.81,2.74,6.77,127.4,,71.26,8.7,13991.95,6.77,75.17,77.8
4/9/13,4:50:00,600,0,6.012,0,0.65812,27847.78,2.857,,6.765,96.62,148.26,0.07,24706.92,150.71,35.2,,33.66,134.44,1.78,1.78,24654.24,33.66,1.78,6.76,127.2,,71.23,8.69,14008.45,6.76,75.13,78.1
4/9/13,5:00:00,601,0,6.009,0,0.65812,27866.76,2.855,,6.756,96.75,148.5,0.07,24723.42,150.95,35.3,,28.61,114.23,1.48,1.48,24670.74,28.61,1.48,6.76,127.3,,71.19,8.69,14024.95,6.76,75.09,78.2
4/9/13,5:10:00,602,0,6.012,0,0.65873,27885.74,2.857,,6.742,96.86,148.72,0.07,24739.92,151.18,35.3,,32.27,128.9,1.87,1.87,24687.24,32.27,1.87,6.74,127.3,,71.16,8.69,14041.45,6.74,75.06,77.8
4/9/13,5:20:00,603,0,6.006,0,0.65812,27904.72,2.855,,6.722,96.93,148.91,0.07,24756.42,151.37,35.3,,43.66,174.45,2.09,2.09,24703.74,43.66,2.09,6.72,127.2,,71.18,8.7,14057.95,6.72,75.08,77.4
4/9/13,5:30:00,604,0,6.009,0,0.65812,27923.7,2.856,,6.705,96.69,148.62,0.07,24772.92,151.07,35.3,,33.84,135.17,2.51,2.51,24720.24,33.84,2.51,6.71,127.2,,71.18,8.7,14074.45,6.71,75.08,77.2
4/9/13,5:40:00,605,0,6.006,0,0.65873,27942.68,2.855,,6.688,96.84,148.93,0.07,24789.43,151.38,35.3,,61.01,243.87,2.93,2.93,24736.74,61.01,2.93,6.69,127.4,,71.21,8.71,14090.95,6.69,75.11,77.4
4/9/13,5:50:00,606,0,6.009,0,0.65812,27961.66,2.856,,6.669,96.33,148.23,0.07,24805.93,150.66,35.4,,42.3,169,1.41,1.41,24753.24,42.3,1.41,6.67,127.4,,71.16,8.71,14107.45,6.67,75.06,78
4/9/13,6:00:00,607,0,6.004,0,0.65812,27980.64,2.855,,6.651,96.08,147.93,0.07,24822.43,150.36,35.3,,44.85,179.23,2.22,2.22,24769.74,44.85,2.22,6.65,127.3,,71.16,8.71,14123.95,6.65,75.06,78.1
4/9/13,6:10:00,608,0,6.009,0,0.65812,27999.62,2.855,,6.636,96.42,148.51,0.07,24838.93,150.95,35.2,,43.86,175.24,2.88,2.88,24786.24,43.86,2.88,6.64,127.4,,71.06,8.7,14140.45,6.64,74.95,78.1
4/9/13,6:20:00,609,0,6.006,0,0.65812,28018.6,2.855,,6.622,95.89,147.76,0.07,24855.44,150.18,35.3,,42.66,170.46,2.09,2.09,24802.74,42.66,2.09,6.62,127.4,,71.16,8.72,14156.95,6.62,75.06,77.7
4/9/13,6:30:00,610,0,6.009,0,0.65812,28037.58,2.855,,6.606,95.87,147.79,0.07,24871.94,150.22,35.3,,41.74,166.79,2.16,2.16,24819.24,41.74,2.16,6.61,127.4,,71.2,8.73,14173.45,6.61,75.1,77.4
4/9/13,6:40:00,611,0,6.006,0,0.65812,28056.56,2.854,,6.594,95.83,147.78,0.07,24888.44,150.2,35.3,,47.29,188.98,2.43,2.43,24835.75,47.29,2.43,6.59,127.3,,71.21,8.73,14189.95,6.59,75.11,77.2
4/9/13,6:50:00,612,0,6.009,0,0.65812,28075.54,2.855,,6.583,95.82,147.83,0.07,24904.94,150.25,35.3,,53.95,215.6,2.27,2.27,24852.24,53.95,2.27,6.58,127.2,,71.23,8.73,14206.44,6.58,75.13,77.5
4/9/13,7:00:00,613,0,6.004,0,0.65812,28094.52,2.854,,6.574,95.81,147.84,0.07,24921.44,150.26,35.2,,49.42,197.5,2.51,2.51,24868.75,49.42,2.51,6.57,127.3,,71.22,8.73,14222.94,6.57,75.12,78
4/9/13,7:10:00,614,0,6.007,0,0.65812,28113.5,2.855,,6.566,95.7,147.7,0.07,24937.95,150.12,35.3,,47.98,191.74,3.22,3.22,24885.25,47.98,3.22,6.57,127.2,,71.2,8.73,14239.44,6.57,75.1,78.1
4/9/13,7:20:00,615,0,6.004,0,0.65751,28132.48,2.854,,6.559,95.83,147.93,0.07,24954.45,150.35,35.2,,53.19,212.56,4.61,4.61,24901.75,53.19,4.61,6.56,127.4,,71.21,8.74,14255.94,6.56,75.11,78
4/9/13,7:30:00,616,0,6.009,0,0.65812,28151.46,2.855,,6.554,95.89,148.04,0.07,24970.95,150.46,35.3,,49.46,197.67,4.06,4.06,24918.25,49.46,4.06,6.55,127.7,,71.25,8.74,14272.44,6.55,75.15,77.7
4/9/13,7:40:00,617,0,6.003,0,0.65812,28170.44,2.853,,6.547,95.74,147.85,0.07,24987.45,150.27,35.3,,41.72,166.67,4.1,4.1,24934.75,41.72,4.1,6.55,127.8,,71.24,8.74,14288.94,6.55,75.14,77.7
4/9/13,7:50:00,618,0,6.006,0,0.65812,28189.42,2.855,,6.541,95.75,147.9,0.07,25003.96,150.31,35.3,,44.68,178.53,2.9,2.9,24951.25,44.68,2.9,6.54,127.7,,71.23,8.74,14305.44,6.54,75.13,77.6
4/9/13,8:00:00,619,0,6.006,0,0.65812,28208.4,2.854,,6.537,95.51,147.54,0.07,25020.46,149.95,35.3,,77.8,311.01,2.47,2.47,24967.75,77.8,2.47,6.54,127.3,,71.28,8.75,14321.94,6.54,75.18,77.6
4/9/13,8:10:00,620,0,6.009,0,0.65812,28227.38,2.855,,6.528,95.84,148.09,0.07,25036.96,150.51,35.3,,45.62,182.31,1.6,1.6,24984.25,45.62,1.6,6.53,127.4,,71.25,8.75,14338.44,6.53,75.15,77.4
4/9/13,8:20:00,621,0,6.001,0,0.65812,28246.36,2.853,,6.524,95.82,148.08,0.07,25053.46,150.5,35.3,,47.13,188.34,1.47,1.47,25000.75,47.13,1.47,6.52,127.3,,71.26,8.75,14354.94,6.52,75.17,77.3
4/9/13,8:30:00,622,0,6.004,0,0.65751,28265.34,2.855,,6.521,95.78,148.02,0.07,25069.97,150.44,35.3,,52.7,210.61,1.92,1.92,25017.25,52.7,1.92,6.52,127.3,,71.26,8.75,14371.44,6.52,75.16,77.4
4/9/13,8:40:00,623,0,6.004,0,0.65812,28284.32,2.853,,6.519,95.71,147.92,0.07,25086.47,150.34,35.3,,31.67,126.48,2.02,2.02,25033.75,31.67,2.02,6.52,127.2,,71.31,8.76,14387.93,6.52,75.21,78
4/9/13,8:50:00,624,0,6.006,0,0.65812,28303.3,2.854,,6.521,95.79,148.04,0.07,25102.97,150.46,35.2,,70.47,281.68,2.26,2.26,25050.25,70.47,2.26,6.52,127.2,,71.27,8.75,14404.43,6.52,75.18,78.1
4/9/13,9:00:00,625,0,6.001,0,0.65812,28322.28,2.853,,6.518,95.72,147.95,0.07,25119.47,150.36,35.2,,46.96,187.67,1.8,1.8,25066.75,46.96,1.8,6.52,127.3,,71.26,8.75,14420.93,6.52,75.17,78.1
4/9/13,9:10:00,626,0,6.006,0,0.65812,28341.32,2.854,,6.516,95.57,147.72,0.07,25136.04,150.14,35.3,,48.56,194.06,1.66,1.66,25083.3,48.56,1.66,6.52,127.2,,71.29,8.76,14437.49,6.52,75.2,78.1
4/9/13,9:20:00,627,0,6.001,0,0.65812,28360.3,2.853,,6.516,95.48,147.58,0.07,25152.54,149.99,35.3,,84.9,339.43,2.04,2.04,25099.8,84.9,2.04,6.52,127.2,,71.3,8.76,14453.99,6.52,75.21,78.2
4/9/13,9:30:00,628,0,6.006,0,0.65751,28379.28,2.854,,6.513,95.39,147.46,0.07,25169.04,149.86,35.3,,73.46,293.65,2.38,2.38,25116.3,73.46,2.38,6.51,127.4,,71.27,8.75,14470.49,6.51,75.17,78
4/9/13,9:40:00,629,0,6,0,0.65812,28398.26,2.852,,6.51,95.66,147.89,0.07,25185.55,150.3,35.3,,52.71,210.66,2.4,2.4,25132.8,52.71,2.4,6.51,127.3,,71.31,8.76,14486.98,6.51,75.22,77.5
4/9/13,9:50:00,630,0,6.004,0,0.65812,28417.24,2.854,,6.507,95.58,147.79,0.07,25202.05,150.2,35.2,,53.25,212.8,2.83,2.83,25149.3,53.25,2.83,6.51,127.3,,71.3,8.76,14503.49,6.51,75.21,77.4
4/9/13,10:00:00,631,0,6,0,0.65751,28436.22,2.853,,6.505,95.48,147.64,0.07,25218.55,150.04,35.3,,44.43,177.52,2.19,2.19,25165.8,44.43,2.19,6.5,127.2,,71.31,8.76,14519.98,6.5,75.21,77.2
4/9/13,10:10:00,632,0,6.003,0,0.65812,28455.2,2.854,,6.502,95.45,147.6,0.07,25235.05,150.01,35.3,,53.92,215.49,4.7,4.7,25182.3,53.92,4.7,6.5,127.3,,71.33,8.76,14536.48,6.5,75.24,77.7
4/9/13,10:20:00,633,0,5.998,0,0.65751,28474.18,2.853,,6.504,95.4,147.51,0.07,25251.56,149.91,35.3,,43.57,174.08,2.29,2.29,25198.8,43.57,2.29,6.5,127.4,,71.29,8.76,14552.98,6.5,75.2,78.1
4/9/13,10:30:00,634,0,6.004,0,0.65812,28493.16,2.854,,6.52,95.47,147.55,0.07,25268.06,149.96,35.3,,46.03,183.94,2.78,2.78,25215.31,46.03,2.78,6.52,127.3,,71.27,8.75,14569.48,6.52,75.18,78.3
4/9/13,10:40:00,635,0,5.998,0,0.65751,28512.14,2.853,,6.539,95.72,147.86,0.07,25284.56,150.28,35.3,,48.42,193.49,2.24,2.24,25231.81,48.42,2.24,6.54,127.3,,71.34,8.76,14585.98,6.54,75.24,77.8
4/9/13,10:50:00,636,0,6.001,0,0.65812,28531.12,2.854,,6.552,95.92,148.1,0.07,25301.06,150.52,35.3,,92.67,370.47,13.8,13.8,25248.31,92.67,13.8,6.55,127.2,,71.34,8.75,14602.48,6.55,75.25,77.4
4/9/13,11:00:00,637,0,6,0,0.65812,28550.1,2.853,,6.565,95.77,147.82,0.07,25317.56,150.24,35.3,,74.37,297.31,8.5,8.5,25264.81,74.37,8.5,6.56,127.2,,71.32,8.75,14618.98,6.56,75.23,77.4
4/9/13,11:10:00,638,0,6.004,0,0.65812,28569.08,2.854,,6.565,95.65,147.64,0.07,25334.07,150.06,35.3,,40.12,160.29,2.04,2.04,25281.31,40.12,2.04,6.56,127.3,,71.34,8.75,14635.48,6.56,75.25,77.2
4/9/13,11:20:00,639,0,5.998,0,0.65751,28588.06,2.853,,6.56,95.65,147.65,0.07,25350.57,150.07,35.3,,43.39,173.37,4.59,4.59,25297.81,43.39,4.59,6.56,127.4,,71.3,8.75,14651.98,6.56,75.21,77.7
4/9/13,11:30:00,640,0,6.001,0,0.65812,28607.05,2.854,,6.565,95.48,147.38,0.07,25367.07,149.79,35.3,,137.14,548.36,10.82,10.82,25314.31,137.14,10.82,6.57,127.4,,71.35,8.75,14668.48,6.57,75.25,78.1
4/9/13,11:40:00,641,0,5.998,0,0.65812,28626.03,2.853,,6.569,95.65,147.61,0.07,25383.57,150.03,35.3,,39.85,159.2,2.8,2.8,25330.81,39.85,2.8,6.57,127.4,,71.34,8.75,14684.98,6.57,75.24,78.2
4/9/13,11:50:00,642,0,6.003,0,0.65812,28645.01,2.854,,6.577,95.47,147.3,0.07,25400.08,149.71,35.3,,38.76,154.86,3.36,3.36,25347.31,38.76,3.36,6.58,127.2,,71.32,8.75,14701.48,6.58,75.23,77.8
4/9/13,12:00:00,643,0,5.998,0,0.65751,28663.99,2.853,,6.586,95.73,147.67,0.07,25416.58,150.09,35.3,,36.19,144.56,1.78,1.78,25363.81,36.19,1.78,6.59,127.3,,71.32,8.74,14717.98,6.59,75.22,77.4
4/9/13,12:10:00,644,0,6.001,0,0.65812,28682.97,2.855,,6.592,95.73,147.63,0.07,25433.08,150.05,35.3,,37.23,148.74,1.79,1.79,25380.31,37.23,1.79,6.59,127.3,,71.33,8.74,14734.48,6.59,75.24,78.1
4/9/13,12:20:00,645,0,5.998,0,0.65751,28701.95,2.853,,6.596,95.56,147.36,0.07,25449.58,149.78,35.3,,33.89,135.36,1.66,1.66,25396.81,33.89,1.66,6.6,127.3,,71.34,8.74,14750.98,6.6,75.25,78
4/9/13,12:30:00,646,0,6,0,0.65812,28720.93,2.855,,6.602,95.65,147.47,0.07,25466.09,149.89,35.2,,39.25,156.83,1.84,1.84,25413.31,39.25,1.84,6.6,127.3,,71.34,8.74,14767.48,6.6,75.25,78
4/9/13,12:40:00,647,0,6,0,0.65751,28739.91,2.853,,6.61,95.72,147.54,0.07,25482.59,149.96,35.3,,37.95,151.62,2.03,2.03,25429.81,37.95,2.03,6.61,127.3,,71.21,8.73,14783.98,6.61,75.11,78.1
4/9/13,12:50:00,648,0,6.001,0,0.65812,28758.89,2.855,,6.614,95.75,147.57,0.07,25499.09,149.99,35.3,,38.54,153.98,1.85,1.85,25446.31,38.54,1.85,6.61,127.2,,71.26,8.73,14800.48,6.61,75.17,78.2
4/9/13,13:00:00,649,0,5.996,0,0.65812,28777.87,2.853,,6.618,95.63,147.37,0.07,25515.6,149.78,35.3,,40.47,161.7,1.95,1.95,25462.81,40.47,1.95,6.62,127.3,,71.33,8.74,14816.97,6.62,75.24,77.8
4/9/13,13:10:00,650,0,6.001,0,0.65812,28796.85,2.855,,6.621,96.32,148.42,0.07,25532.1,150.85,35.2,,52.61,210.24,2.77,2.77,25479.31,52.61,2.77,6.62,127.3,,71.32,8.74,14833.47,6.62,75.22,77.3
4/9/13,13:20:00,651,0,5.995,0,0.65812,28815.83,2.854,,6.624,95.97,147.87,0.07,25548.6,150.29,35.3,,42.78,170.94,1.83,1.83,25495.82,42.78,1.83,6.62,127.3,,71.39,8.74,14849.98,6.62,75.3,77.3
4/9/13,13:30:00,652,0,6,0,0.65812,28834.81,2.855,,6.625,95.75,147.52,0.07,25565.1,149.95,35.3,,60.15,240.42,29.63,29.63,25512.32,60.15,29.63,6.63,127.4,,71.45,8.75,14866.47,6.63,75.36,77.4
4/9/13,13:40:00,653,0,5.995,0,0.65812,28853.79,2.854,,6.626,95.97,147.86,0.07,25581.61,150.29,35.3,,42.12,168.31,1.8,1.8,25528.82,42.12,1.8,6.63,127.3,,71.58,8.77,14882.97,6.63,75.5,77.9
4/9/13,13:50:00,654,0,6,0,0.65751,28872.77,2.855,,6.631,95.7,147.43,0.07,25598.11,149.85,35.3,,42.1,168.23,1.94,1.94,25545.32,42.1,1.94,6.63,127.3,,71.81,8.8,14899.47,6.63,75.75,78.1
4/9/13,14:00:00,655,0,5.996,0,0.65812,28891.75,2.854,,6.643,95.76,147.46,0.07,25614.61,149.88,35.3,,38.14,152.36,2.54,2.54,25561.82,38.14,2.54,6.64,127.2,,72.25,8.85,14915.97,6.64,76.21,78.2
